QID SF SYS ITER TIME
47 1000 cmr_time 1 7.808
47 1000 spark_time 1 9.121
47 1000 cmr_time 2 7.651
47 1000 spark_time 2 9.526
47 1000 cmr_time 3 7.1610000000000005
47 1000 spark_time 3 9.235
47 1000 cmr_time 4 7.702
47 1000 spark_time 4 9.266
47 1000 cmr_ans_display_time 0 0.000174
47 1000 cmr_ans_display_time 1 4.8e-05
47 1000 cmr_ans_display_time 2 4.2e-05
47 1000 cmr_ans_display_time 3 4.2e-05
47 1000 cmr_ans_display_time 4 4.8e-05
48 1000 cmr_time 0 11.722
48 1000 spark_time 0 13.672
48 1000 cmr_time 1 4.6530000000000005
48 1000 spark_time 1 10.195
48 1000 cmr_time 2 3.345
48 1000 spark_time 2 8.435
48 1000 cmr_time 3 3.95
48 1000 spark_time 3 8.734
48 1000 cmr_time 4 3.451
48 1000 spark_time 4 8.144
48 1000 cmr_ans_display_time 0 0.00017199999999999998
48 1000 cmr_ans_display_time 1 0.00031299999999999996
48 1000 cmr_ans_display_time 2 0.00027499999999999996
48 1000 cmr_ans_display_time 3 0.00014099999999999998
48 1000 cmr_ans_display_time 4 0.00011899999999999999
49 1000 cmr_time 0 13.333
49 1000 spark_time 0 14.124
49 1000 cmr_time 1 5.579
49 1000 spark_time 1 9.617
49 1000 cmr_time 2 4.156
49 1000 spark_time 2 7.199
49 1000 cmr_time 3 4.136
49 1000 spark_time 3 7.454
49 1000 cmr_time 4 3.899
49 1000 spark_time 4 6.4990000000000006
49 1000 cmr_ans_display_time 0 0.000261
49 1000 cmr_ans_display_time 1 0.000321
49 1000 cmr_ans_display_time 2 0.000145
49 1000 cmr_ans_display_time 3 0.000149
49 1000 cmr_ans_display_time 4 0.000158
50 1000 cmr_time 0 16.148
50 1000 spark_time 0 14.953000000000001
50 1000 cmr_time 1 6.603
50 1000 spark_time 1 9.562
50 1000 cmr_time 2 5.965
50 1000 spark_time 2 9.622
50 1000 cmr_time 3 6.181
50 1000 spark_time 3 9.624
50 1000 cmr_time 4 6.178
50 1000 spark_time 4 8.846
50 1000 cmr_ans_display_time 0 0.000271
50 1000 cmr_ans_display_time 1 0.0004919999999999999
50 1000 cmr_ans_display_time 2 0.000375
50 1000 cmr_ans_display_time 3 0.00022799999999999999
50 1000 cmr_ans_display_time 4 0.000325
51 1000 cmr_time 0 13.514000000000001
51 1000 spark_time 0 11.108
51 1000 cmr_time 1 8.191
51 1000 spark_time 1 7.521
51 1000 cmr_time 2 6.712
51 1000 spark_time 2 9.154
51 1000 cmr_time 3 6.636
51 1000 spark_time 3 7.8500000000000005
51 1000 cmr_time 4 7.03
51 1000 spark_time 4 7.936
51 1000 cmr_ans_display_time 0 0.000126
51 1000 cmr_ans_display_time 1 2.3e-05
51 1000 cmr_ans_display_time 2 7e-06
51 1000 cmr_ans_display_time 3 9e-06
51 1000 cmr_ans_display_time 4 1.6e-05
52 1000 cmr_time 0 19.327
52 1000 spark_time 0 13.559000000000001
52 1000 cmr_time 1 4.896
52 1000 spark_time 1 9.933
52 1000 cmr_time 2 5.304
52 1000 spark_time 2 9.078
52 1000 cmr_time 3 5.699
52 1000 spark_time 3 8.91
52 1000 cmr_time 4 5.042
52 1000 spark_time 4 9.01
52 1000 cmr_ans_display_time 0 0.000248
52 1000 cmr_ans_display_time 1 0.000179
52 1000 cmr_ans_display_time 2 0.000183
52 1000 cmr_ans_display_time 3 0.000316
52 1000 cmr_ans_display_time 4 0.00018099999999999998
53 1000 cmr_time 0 28.899
53 1000 spark_time 0 32.947
53 1000 cmr_time 1 15.351
53 1000 spark_time 1 31.650000000000002
53 1000 cmr_time 2 15.398
53 1000 spark_time 2 33.062
53 1000 cmr_time 3 14.967
53 1000 spark_time 3 33.176
53 1000 cmr_time 4 18.134
53 1000 spark_time 4 31.908
53 1000 cmr_ans_display_time 0 0.00045099999999999996
53 1000 cmr_ans_display_time 1 0.00020899999999999998
53 1000 cmr_ans_display_time 2 0.000404
53 1000 cmr_ans_display_time 3 0.000178
53 1000 cmr_ans_display_time 4 0.000168
54 1000 cmr_time 0 14.290000000000001
54 1000 spark_time 0 17.061
54 1000 cmr_time 1 6.2540000000000004
54 1000 spark_time 1 10.694
54 1000 cmr_time 2 6.461
54 1000 spark_time 2 10.086
54 1000 cmr_time 3 6.43
54 1000 spark_time 3 10.188
54 1000 cmr_time 4 6.564
54 1000 spark_time 4 10.082
54 1000 cmr_ans_display_time 0 0.000336
54 1000 cmr_ans_display_time 1 0.000367
54 1000 cmr_ans_display_time 2 0.000412
54 1000 cmr_ans_display_time 3 0.000399
54 1000 cmr_ans_display_time 4 0.00037
55 1000 cmr_time 0 6.917
55 1000 spark_time 0 4.075
55 1000 cmr_time 1 1.4020000000000001
55 1000 spark_time 1 1.663
55 1000 cmr_time 2 1.049
55 1000 spark_time 2 1.681
55 1000 cmr_time 3 1.22
55 1000 spark_time 3 1.551
55 1000 cmr_time 4 1.0190000000000001
55 1000 spark_time 4 1.272
55 1000 cmr_ans_display_time 0 0.000187
55 1000 cmr_ans_display_time 1 0.000143
55 1000 cmr_ans_display_time 2 0.000222
55 1000 cmr_ans_display_time 3 0.00021799999999999999
55 1000 cmr_ans_display_time 4 0.000133
56 1000 cmr_time 0 8.307
56 1000 spark_time 0 5.724
56 1000 cmr_time 1 2.104
56 1000 spark_time 1 2.515
56 1000 cmr_time 2 1.693
56 1000 spark_time 2 2.305
56 1000 cmr_time 3 1.827
56 1000 spark_time 3 2.071
56 1000 cmr_time 4 1.3860000000000001
56 1000 spark_time 4 2.314
56 1000 cmr_ans_display_time 0 0.000206
56 1000 cmr_ans_display_time 1 0.000157
56 1000 cmr_ans_display_time 2 0.000156
56 1000 cmr_ans_display_time 3 0.00019899999999999999
56 1000 cmr_ans_display_time 4 0.000245
57 1000 cmr_time 0 20.693
57 1000 spark_time 0 12.318
57 1000 cmr_time 1 3.12
57 1000 spark_time 1 9.102
57 1000 cmr_time 2 3.8360000000000003
57 1000 spark_time 2 7.125
57 1000 cmr_time 3 3.4170000000000003
57 1000 spark_time 3 8.247
57 1000 cmr_time 4 3.661
57 1000 spark_time 4 7.123
57 1000 cmr_ans_display_time 0 0.00030199999999999997
57 1000 cmr_ans_display_time 1 0.000155
57 1000 cmr_ans_display_time 2 0.000111
57 1000 cmr_ans_display_time 3 0.00010999999999999999
57 1000 cmr_ans_display_time 4 0.000244
58 1000 cmr_time 0 7.227
58 1000 spark_time 0 3.944
58 1000 cmr_time 1 1.463
58 1000 spark_time 1 1.945
58 1000 cmr_time 2 1.062
58 1000 spark_time 2 1.41
58 1000 cmr_time 3 0.927
58 1000 spark_time 3 1.439
58 1000 cmr_time 4 0.931
58 1000 spark_time 4 1.438
58 1000 cmr_ans_display_time 0 0.000188
58 1000 cmr_ans_display_time 1 0.000136
58 1000 cmr_ans_display_time 2 0.000124
58 1000 cmr_ans_display_time 3 0.00015199999999999998
58 1000 cmr_ans_display_time 4 0.000154
59 1000 cmr_time 0 11.804
59 1000 spark_time 0 7.023000000000001
59 1000 cmr_time 1 4.343
59 1000 spark_time 1 4.559
59 1000 cmr_time 2 3.6550000000000002
59 1000 spark_time 2 4.308
59 1000 cmr_time 3 3.902
59 1000 spark_time 3 4.235
59 1000 cmr_time 4 3.65
59 1000 spark_time 4 4.3420000000000005
59 1000 cmr_ans_display_time 0 0.000299
59 1000 cmr_ans_display_time 1 0.00017199999999999998
59 1000 cmr_ans_display_time 2 0.000135
59 1000 cmr_ans_display_time 3 0.000137
59 1000 cmr_ans_display_time 4 0.00025299999999999997
60 1000 cmr_time 0 14.71
60 1000 spark_time 0 13.352
60 1000 cmr_time 1 4.901
60 1000 spark_time 1 7.922000000000001
60 1000 cmr_time 2 4.889
60 1000 spark_time 2 7.272
60 1000 cmr_time 3 4.583
60 1000 spark_time 3 7.471
60 1000 cmr_time 4 4.904
60 1000 spark_time 4 7.6370000000000005
60 1000 cmr_ans_display_time 0 0.0007469999999999999
60 1000 cmr_ans_display_time 1 0.000188
60 1000 cmr_ans_display_time 2 0.00021799999999999999
60 1000 cmr_ans_display_time 3 0.0003
60 1000 cmr_ans_display_time 4 0.000346
61 1000 cmr_time 0 16.034
61 1000 spark_time 0 11.082
61 1000 cmr_time 1 7.5
61 1000 spark_time 1 6.785
61 1000 cmr_time 2 7.176
61 1000 spark_time 2 7.6850000000000005
61 1000 cmr_time 3 7.1160000000000005
61 1000 spark_time 3 7.537
61 1000 cmr_time 4 6.957
61 1000 spark_time 4 6.3740000000000006
61 1000 cmr_ans_display_time 0 0.00011899999999999999
61 1000 cmr_ans_display_time 1 4.2999999999999995e-05
61 1000 cmr_ans_display_time 2 4.6e-05
61 1000 cmr_ans_display_time 3 4.4e-05
61 1000 cmr_ans_display_time 4 6.7e-05
62 1000 cmr_time 0 11.849
62 1000 spark_time 0 11.26
62 1000 cmr_time 1 5.307
62 1000 spark_time 1 6.625
62 1000 cmr_time 2 5.104
62 1000 spark_time 2 6.12
62 1000 cmr_time 3 5.131
62 1000 spark_time 3 6.195
62 1000 cmr_time 4 5.537
62 1000 spark_time 4 6.191
62 1000 cmr_ans_display_time 0 0.000785
62 1000 cmr_ans_display_time 1 0.000645
62 1000 cmr_ans_display_time 2 0.001119
62 1000 cmr_ans_display_time 3 0.000758
62 1000 cmr_ans_display_time 4 0.000704
63 1000 cmr_time 0 12.316
63 1000 spark_time 0 7.547000000000001
63 1000 cmr_time 1 4.496
63 1000 spark_time 1 4.864
63 1000 cmr_time 2 4.072
63 1000 spark_time 2 4.758
63 1000 cmr_time 3 3.896
63 1000 spark_time 3 4.541
63 1000 cmr_time 4 3.821
63 1000 spark_time 4 4.7090000000000005
63 1000 cmr_ans_display_time 0 0.000258
63 1000 cmr_ans_display_time 1 0.00015
63 1000 cmr_ans_display_time 2 0.00015
63 1000 cmr_ans_display_time 3 0.000235
63 1000 cmr_ans_display_time 4 0.000153
64 1000 cmr_time 0 12.914
64 1000 spark_time 0 11.929
64 1000 cmr_time 1 8.249
64 1000 spark_time 1 8.703
64 1000 cmr_time 2 6.924
64 1000 spark_time 2 10.011000000000001
64 1000 cmr_time 3 6.738
64 1000 spark_time 3 7.724
64 1000 cmr_time 4 6.59
64 1000 spark_time 4 7.812
64 1000 cmr_ans_display_time 0 8.4e-05
64 1000 cmr_ans_display_time 1 2.6e-05
64 1000 cmr_ans_display_time 2 1.1e-05
64 1000 cmr_ans_display_time 3 1.2e-05
64 1000 cmr_ans_display_time 4 2.9e-05
65 1000 cmr_time 0 9.353
65 1000 spark_time 0 7.332
65 1000 cmr_time 1 2.936
65 1000 spark_time 1 3.963
65 1000 cmr_time 2 2.672
65 1000 spark_time 2 3.606
65 1000 cmr_time 3 2.6350000000000002
65 1000 spark_time 3 3.6630000000000003
65 1000 cmr_time 4 2.433
65 1000 spark_time 4 3.344
65 1000 cmr_ans_display_time 0 0.00028199999999999997
65 1000 cmr_ans_display_time 1 0.000242
65 1000 cmr_ans_display_time 2 0.00015099999999999998
65 1000 cmr_ans_display_time 3 0.000149
65 1000 cmr_ans_display_time 4 0.00015
66 1000 cmr_time 0 8.187
66 1000 spark_time 0 5.048
66 1000 cmr_time 1 1.684
66 1000 spark_time 1 2.2960000000000003
66 1000 cmr_time 2 1.498
66 1000 spark_time 2 2.0180000000000002
66 1000 cmr_time 3 1.557
66 1000 spark_time 3 2.0180000000000002
66 1000 cmr_time 4 1.306
66 1000 spark_time 4 2.011
66 1000 cmr_ans_display_time 0 0.00029
66 1000 cmr_ans_display_time 1 0.000167
66 1000 cmr_ans_display_time 2 0.000157
66 1000 cmr_ans_display_time 3 0.001906
66 1000 cmr_ans_display_time 4 0.000159
67 1000 cmr_time 0 50.25
67 1000 spark_time 0 73.891
67 1000 cmr_time 1 36.867
67 1000 spark_time 1 62.002
67 1000 cmr_time 2 34.902
67 1000 spark_time 2 63.194
67 1000 cmr_time 3 36.4
67 1000 spark_time 3 64.308
67 1000 cmr_time 4 35.788000000000004
67 1000 spark_time 4 68.218
67 1000 cmr_ans_display_time 0 0.6604329999999999
67 1000 cmr_ans_display_time 1 0.6594709999999999
67 1000 cmr_ans_display_time 2 0.6525839999999999
67 1000 cmr_ans_display_time 3 0.663276
67 1000 cmr_ans_display_time 4 0.686202
68 1000 cmr_time 0 20.409
68 1000 spark_time 0 21.022000000000002
68 1000 cmr_time 1 11.28
68 1000 spark_time 1 17.080000000000002
68 1000 cmr_time 2 11.598
68 1000 spark_time 2 16.865000000000002
68 1000 cmr_time 3 11.165000000000001
68 1000 spark_time 3 16.151
68 1000 cmr_time 4 11.061
68 1000 spark_time 4 15.991
68 1000 cmr_ans_display_time 0 0.00039
68 1000 cmr_ans_display_time 1 0.00033999999999999997
68 1000 cmr_ans_display_time 2 0.000343
68 1000 cmr_ans_display_time 3 0.000341
68 1000 cmr_ans_display_time 4 0.000281
69 1000 cmr_time 0 10.274000000000001
69 1000 spark_time 0 9.569
69 1000 cmr_time 1 2.2640000000000002
69 1000 spark_time 1 4.0360000000000005
69 1000 cmr_time 2 1.947
69 1000 spark_time 2 3.617
69 1000 cmr_time 3 1.9080000000000001
69 1000 spark_time 3 3.1310000000000002
69 1000 cmr_time 4 1.7790000000000001
69 1000 spark_time 4 3.0540000000000003
69 1000 cmr_ans_display_time 0 0.000473
69 1000 cmr_ans_display_time 1 0.000589
69 1000 cmr_ans_display_time 2 0.000396
69 1000 cmr_ans_display_time 3 0.000566
69 1000 cmr_ans_display_time 4 0.000386
70 1000 cmr_time 0 121.16
70 1000 spark_time 0 882.64
70 1000 cmr_time 1 114.411
70 1000 spark_time 1 722.773
70 1000 cmr_time 2 191.449
70 1000 spark_time 2 850.49
70 1000 cmr_time 3 178.376
70 1000 spark_time 3 785.885
70 1000 cmr_time 4 174.183
70 1000 spark_time 4 1010.37
70 1000 cmr_ans_display_time 0 0.00047999999999999996
70 1000 cmr_ans_display_time 1 0.000647
70 1000 cmr_ans_display_time 2 0.000396
70 1000 cmr_ans_display_time 3 0.00036199999999999996
70 1000 cmr_ans_display_time 4 0.00046199999999999995
71 1000 cmr_time 0 12.418000000000001
71 1000 spark_time 0 13.121
71 1000 cmr_time 1 4.513
71 1000 spark_time 1 7.958
71 1000 cmr_time 2 4.1690000000000005
71 1000 spark_time 2 7.151
71 1000 cmr_time 3 2.8970000000000002
71 1000 spark_time 3 7.19
71 1000 cmr_time 4 2.543
71 1000 spark_time 4 7.29
71 1000 cmr_ans_display_time 0 0.00022899999999999998
71 1000 cmr_ans_display_time 1 0.000175
71 1000 cmr_ans_display_time 2 0.000251
71 1000 cmr_ans_display_time 3 0.000281
71 1000 cmr_ans_display_time 4 0.00035299999999999996
72 1000 cmr_time 0 15.717
72 1000 spark_time 0 14.678
72 1000 cmr_time 1 8.228
72 1000 spark_time 1 9.641
72 1000 cmr_time 2 8.66
72 1000 spark_time 2 9.784
72 1000 cmr_time 3 8.004
72 1000 spark_time 3 8.987
72 1000 cmr_time 4 7.7010000000000005
72 1000 spark_time 4 9.697000000000001
72 1000 cmr_ans_display_time 0 0.000215
72 1000 cmr_ans_display_time 1 0.000133
72 1000 cmr_ans_display_time 2 0.000137
72 1000 cmr_ans_display_time 3 0.00022099999999999998
72 1000 cmr_ans_display_time 4 0.000177
73 1000 cmr_time 0 11.923
73 1000 spark_time 0 9.819
73 1000 cmr_time 1 3.368
73 1000 spark_time 1 5.761
73 1000 cmr_time 2 3.211
73 1000 spark_time 2 5.687
73 1000 cmr_time 3 3.134
73 1000 spark_time 3 5.606
73 1000 cmr_time 4 3.028
73 1000 spark_time 4 5.283
73 1000 cmr_ans_display_time 0 0.00018899999999999999
73 1000 cmr_ans_display_time 1 0.000125
73 1000 cmr_ans_display_time 2 0.000135
73 1000 cmr_ans_display_time 3 7.999999999999999e-05
73 1000 cmr_ans_display_time 4 7.4e-05
74 1000 cmr_time 0 16.488
74 1000 spark_time 0 7.236
74 1000 cmr_time 1 7.446
74 1000 spark_time 1 3.472
74 1000 cmr_time 2 7.101
74 1000 spark_time 2 3.369
74 1000 cmr_time 3 7.363
74 1000 spark_time 3 3.148
74 1000 cmr_time 4 7.325
74 1000 spark_time 4 2.816
74 1000 cmr_ans_display_time 0 5.193292
74 1000 cmr_ans_display_time 1 5.035975
74 1000 cmr_ans_display_time 2 4.823423
74 1000 cmr_ans_display_time 3 5.2751339999999995
74 1000 cmr_ans_display_time 4 5.29225
75 1000 cmr_time 0 94.455
75 1000 spark_time 0 95.38
75 1000 cmr_time 1 87.31400000000001
75 1000 spark_time 1 86.521
75 1000 cmr_time 2 92.593
75 1000 spark_time 2 91.358
75 1000 cmr_time 3 91.59700000000001
75 1000 spark_time 3 87.96000000000001
75 1000 cmr_time 4 85.07900000000001
75 1000 spark_time 4 99.935
75 1000 cmr_ans_display_time 0 0.00025299999999999997
75 1000 cmr_ans_display_time 1 0.000279
75 1000 cmr_ans_display_time 2 0.00029499999999999996
75 1000 cmr_ans_display_time 3 0.00021899999999999998
75 1000 cmr_ans_display_time 4 0.00028199999999999997
76 1000 cmr_time 0 8.788
76 1000 spark_time 0 7.641
76 1000 cmr_time 1 3.303
76 1000 spark_time 1 5.3020000000000005
76 1000 cmr_time 2 2.495
76 1000 spark_time 2 4.5280000000000005
76 1000 cmr_time 3 2.488
76 1000 spark_time 3 4.617
76 1000 cmr_time 4 2.748
76 1000 spark_time 4 4.724
76 1000 cmr_ans_display_time 0 0.000484
76 1000 cmr_ans_display_time 1 0.000744
76 1000 cmr_ans_display_time 2 0.000713
76 1000 cmr_ans_display_time 3 0.00046699999999999997
76 1000 cmr_ans_display_time 4 0.000685
77 1000 cmr_time 0 23.202
77 1000 spark_time 0 23.864
77 1000 cmr_time 1 10.243
77 1000 spark_time 1 16.606
77 1000 cmr_time 2 10.004
77 1000 spark_time 2 16.783
77 1000 cmr_time 3 9.857
77 1000 spark_time 3 17.169
77 1000 cmr_time 4 9.66
77 1000 spark_time 4 17.154
77 1000 cmr_ans_display_time 0 0.000289
77 1000 cmr_ans_display_time 1 0.000248
77 1000 cmr_ans_display_time 2 0.000203
77 1000 cmr_ans_display_time 3 0.000347
77 1000 cmr_ans_display_time 4 0.00011899999999999999
78 1000 cmr_time 0 32.234
78 1000 spark_time 0 32.31
78 1000 cmr_time 1 13.776
78 1000 spark_time 1 22.896
78 1000 cmr_time 2 14.084
78 1000 spark_time 2 21.352
78 1000 cmr_time 3 13.546000000000001
78 1000 spark_time 3 21.129
78 1000 cmr_time 4 12.995000000000001
78 1000 spark_time 4 21.032
78 1000 cmr_ans_display_time 0 0.000183
78 1000 cmr_ans_display_time 1 7.599999999999999e-05
78 1000 cmr_ans_display_time 2 6.4e-05
78 1000 cmr_ans_display_time 3 7e-05
78 1000 cmr_ans_display_time 4 7.999999999999999e-05
79 1000 cmr_time 0 11.994
79 1000 spark_time 0 10.391
79 1000 cmr_time 1 6.057
79 1000 spark_time 1 6.890000000000001
79 1000 cmr_time 2 5.6770000000000005
79 1000 spark_time 2 6.276
79 1000 cmr_time 3 5.994
79 1000 spark_time 3 6.259
79 1000 cmr_time 4 5.6850000000000005
79 1000 spark_time 4 6.385
79 1000 cmr_ans_display_time 0 0.000278
79 1000 cmr_ans_display_time 1 0.00021999999999999998
79 1000 cmr_ans_display_time 2 0.000137
79 1000 cmr_ans_display_time 3 0.000202
79 1000 cmr_ans_display_time 4 0.00014099999999999998
80 1000 cmr_time 0 23.769000000000002
80 1000 spark_time 0 17.656
80 1000 cmr_time 1 8.276
80 1000 spark_time 1 13.095
80 1000 cmr_time 2 8.188
80 1000 spark_time 2 12.887
80 1000 cmr_time 3 8.029
80 1000 spark_time 3 12.452
80 1000 cmr_time 4 8.555
80 1000 spark_time 4 15.317
80 1000 cmr_ans_display_time 0 0.000303
80 1000 cmr_ans_display_time 1 0.00023899999999999998
80 1000 cmr_ans_display_time 2 0.000247
80 1000 cmr_ans_display_time 3 0.000405
80 1000 cmr_ans_display_time 4 0.00029099999999999997
81 1000 cmr_time 0 39.327
81 1000 spark_time 0 54.038000000000004
81 1000 cmr_time 1 24.060000000000002
81 1000 spark_time 1 49.764
81 1000 cmr_time 2 24.255
81 1000 spark_time 2 47.924
81 1000 cmr_time 3 23.479
81 1000 spark_time 3 50.876
81 1000 cmr_time 4 25.081
81 1000 spark_time 4 47.971000000000004
81 1000 cmr_ans_display_time 0 0.000479
81 1000 cmr_ans_display_time 1 0.000488
81 1000 cmr_ans_display_time 2 0.000493
81 1000 cmr_ans_display_time 3 0.000459
81 1000 cmr_ans_display_time 4 0.000357
82 1000 cmr_time 0 10.168000000000001
82 1000 spark_time 0 7.658
82 1000 cmr_time 1 2.868
82 1000 spark_time 1 4.319
82 1000 cmr_time 2 2.693
82 1000 spark_time 2 3.8770000000000002
82 1000 cmr_time 3 2.773
82 1000 spark_time 3 3.774
82 1000 cmr_time 4 2.947
82 1000 spark_time 4 3.9250000000000003
82 1000 cmr_ans_display_time 0 0.000194
82 1000 cmr_ans_display_time 1 0.00014199999999999998
82 1000 cmr_ans_display_time 2 0.000136
82 1000 cmr_ans_display_time 3 0.000226
82 1000 cmr_ans_display_time 4 0.000186
83 1000 cmr_time 0 21.831
83 1000 spark_time 0 20.469
83 1000 cmr_time 1 8.491
83 1000 spark_time 1 14.02
83 1000 cmr_time 2 8.735
83 1000 spark_time 2 14.01
83 1000 cmr_time 3 8.101
83 1000 spark_time 3 13.655000000000001
83 1000 cmr_time 4 7.367
83 1000 spark_time 4 13.432
83 1000 cmr_ans_display_time 0 0.000286
83 1000 cmr_ans_display_time 1 0.00028399999999999996
83 1000 cmr_ans_display_time 2 0.00022899999999999998
83 1000 cmr_ans_display_time 3 0.000317
83 1000 cmr_ans_display_time 4 0.00028199999999999997
84 1000 cmr_time 0 19.177
84 1000 spark_time 0 20.882
84 1000 cmr_time 1 8.163
84 1000 spark_time 1 15.934000000000001
84 1000 cmr_time 2 6.808
84 1000 spark_time 2 12.067
84 1000 cmr_time 3 5.942
84 1000 spark_time 3 11.845
84 1000 cmr_time 4 6.53
84 1000 spark_time 4 12.558
84 1000 cmr_ans_display_time 0 0.000549
84 1000 cmr_ans_display_time 1 0.00047799999999999996
84 1000 cmr_ans_display_time 2 0.000452
84 1000 cmr_ans_display_time 3 0.000367
84 1000 cmr_ans_display_time 4 0.000339
85 1000 cmr_time 0 15.963000000000001
85 1000 spark_time 0 19.113
85 1000 cmr_time 1 7.336
85 1000 spark_time 1 13.622
85 1000 cmr_time 2 6.238
85 1000 spark_time 2 13.196
85 1000 cmr_time 3 6.202
85 1000 spark_time 3 13.65
85 1000 cmr_time 4 6.26
85 1000 spark_time 4 13.146
85 1000 cmr_ans_display_time 0 0.000104
85 1000 cmr_ans_display_time 1 5.8e-05
85 1000 cmr_ans_display_time 2 5.9999999999999995e-05
85 1000 cmr_ans_display_time 3 6.3e-05
85 1000 cmr_ans_display_time 4 6.3e-05
86 1000 cmr_time 0 10.633000000000001
86 1000 spark_time 0 8.763
86 1000 cmr_time 1 4.124
86 1000 spark_time 1 5.059
86 1000 cmr_time 2 3.94
86 1000 spark_time 2 4.713
86 1000 cmr_time 3 3.765
86 1000 spark_time 3 4.562
86 1000 cmr_time 4 3.728
86 1000 spark_time 4 4.806
86 1000 cmr_ans_display_time 0 0.00039
86 1000 cmr_ans_display_time 1 0.00033299999999999996
86 1000 cmr_ans_display_time 2 0.000316
86 1000 cmr_ans_display_time 3 0.000316
86 1000 cmr_ans_display_time 4 0.00046899999999999996
87 1000 cmr_time 0 13.688
87 1000 spark_time 0 10.46
87 1000 cmr_time 1 4.912
87 1000 spark_time 1 7.539000000000001
87 1000 cmr_time 2 4.989
87 1000 spark_time 2 6.436
87 1000 cmr_time 3 4.89
87 1000 spark_time 3 7.756
87 1000 cmr_time 4 4.644
87 1000 spark_time 4 6.192
87 1000 cmr_ans_display_time 0 0.000169
87 1000 cmr_ans_display_time 1 0.000185
87 1000 cmr_ans_display_time 2 0.000254
87 1000 cmr_ans_display_time 3 0.000185
87 1000 cmr_ans_display_time 4 0.000223
88 1000 cmr_time 0 21.519000000000002
88 1000 spark_time 0 19.228
88 1000 cmr_time 1 12.636000000000001
88 1000 spark_time 1 13.742
88 1000 cmr_time 2 12.769
88 1000 spark_time 2 12.779
88 1000 cmr_time 3 11.697000000000001
88 1000 spark_time 3 12.191
88 1000 cmr_time 4 13.306000000000001
88 1000 spark_time 4 13.887
88 1000 cmr_ans_display_time 0 0.000212
88 1000 cmr_ans_display_time 1 0.000137
88 1000 cmr_ans_display_time 2 0.000133
88 1000 cmr_ans_display_time 3 0.00019099999999999998
88 1000 cmr_ans_display_time 4 0.000138
89 1000 cmr_time 0 7.799
89 1000 spark_time 0 6.263
89 1000 cmr_time 1 2.102
89 1000 spark_time 1 3.037
89 1000 cmr_time 2 1.947
89 1000 spark_time 2 3.114
89 1000 cmr_time 3 2.169
89 1000 spark_time 3 2.911
89 1000 cmr_time 4 1.95
89 1000 spark_time 4 3.012
89 1000 cmr_ans_display_time 0 0.000183
89 1000 cmr_ans_display_time 1 0.00014
89 1000 cmr_ans_display_time 2 0.000226
89 1000 cmr_ans_display_time 3 0.000193
89 1000 cmr_ans_display_time 4 0.000135
90 1000 cmr_time 0 22.578
90 1000 spark_time 0 27.827
90 1000 cmr_time 1 9.761000000000001
90 1000 spark_time 1 21.844
90 1000 cmr_time 2 9.392
90 1000 spark_time 2 20.623
90 1000 cmr_time 3 9.211
90 1000 spark_time 3 20.945
90 1000 cmr_time 4 9.15
90 1000 spark_time 4 21.167
90 1000 cmr_ans_display_time 0 0.000212
90 1000 cmr_ans_display_time 1 1.4e-05
90 1000 cmr_ans_display_time 2 1.3e-05
90 1000 cmr_ans_display_time 3 2.9e-05
90 1000 cmr_ans_display_time 4 9.999999999999999e-06
91 1000 cmr_time 0 25.572
91 1000 spark_time 0 18.457
91 1000 cmr_time 1 14.758000000000001
91 1000 spark_time 1 14.354000000000001
91 1000 cmr_time 2 13.788
91 1000 spark_time 2 13.817
91 1000 cmr_time 3 13.602
91 1000 spark_time 3 13.585
91 1000 cmr_time 4 13.086
91 1000 spark_time 4 13.923
91 1000 cmr_ans_display_time 0 0.00013
91 1000 cmr_ans_display_time 1 1.8e-05
91 1000 cmr_ans_display_time 2 1.8e-05
91 1000 cmr_ans_display_time 3 1.7e-05
91 1000 cmr_ans_display_time 4 1.8e-05
92 1000 cmr_time 0 8.685
92 1000 spark_time 0 6.382000000000001
92 1000 cmr_time 1 2.062
92 1000 spark_time 1 3.162
92 1000 cmr_time 2 1.792
92 1000 spark_time 2 2.677
92 1000 cmr_time 3 2.064
92 1000 spark_time 3 2.446
92 1000 cmr_time 4 1.695
92 1000 spark_time 4 2.612
92 1000 cmr_ans_display_time 0 0.00024099999999999998
92 1000 cmr_ans_display_time 1 0.000187
92 1000 cmr_ans_display_time 2 0.000363
92 1000 cmr_ans_display_time 3 0.000265
92 1000 cmr_ans_display_time 4 0.000184
93 1000 cmr_time 0 11.791
93 1000 spark_time 0 7.8790000000000004
93 1000 cmr_time 1 4.4430000000000005
93 1000 spark_time 1 5.328
93 1000 cmr_time 2 4.317
93 1000 spark_time 2 5.226
93 1000 cmr_time 3 4.36
93 1000 spark_time 3 4.735
93 1000 cmr_time 4 4.1850000000000005
93 1000 spark_time 4 4.899
93 1000 cmr_ans_display_time 0 0.00014199999999999998
93 1000 cmr_ans_display_time 1 1.9999999999999998e-05
93 1000 cmr_ans_display_time 2 1.6e-05
93 1000 cmr_ans_display_time 3 1.8e-05
93 1000 cmr_ans_display_time 4 1.4999999999999999e-05
94 1000 cmr_time 0 9.023
94 1000 spark_time 0 8.111
94 1000 cmr_time 1 2.779
94 1000 spark_time 1 5.059
94 1000 cmr_time 2 2.306
94 1000 spark_time 2 4.061
